age,weight,height,gender,activity,goal,bmr,tdee,calories,protein_g,carbs_g,fat_g,fitness_level
45,58,155,1,1.725,maintain,1353.06,2334.0285,2334.0285,92.80000000000001,262.57820625,64.834125,Advanced
45,48,187,1,1.55,maintain,1372.66,2127.623,2127.623,76.80000000000001,239.35758750000002,59.10063888888889,Advanced
22,92,171,1,1.55,muscle_gain,2016.56,3125.668,3425.668,184.0,385.38765,95.15744444444445,Advanced
26,97,167,1,1.2,maintain,2041.5599999999997,2449.8719999999994,2449.8719999999994,155.20000000000002,275.6105999999999,68.05199999999998,Beginner
21,96,163,1,1.55,fat_loss,2037.4599999999998,3158.0629999999996,2758.0629999999996,153.60000000000002,310.2820875,76.6128611111111,Advanced
49,90,159,1,1.55,maintain,1778.26,2756.303,2756.303,144.0,310.0840875,76.56397222222222,Advanced
44,71,162,0,1.725,maintain,1413.8,2438.805,2438.805,113.60000000000001,274.3655625,67.74458333333332,Advanced
39,73,180,1,1.55,muscle_gain,1708.26,2647.803,2947.803,146.0,331.6278375,81.88341666666666,Advanced
48,91,179,1,1.375,muscle_gain,1893.3600000000001,2603.3700000000003,2903.3700000000003,182.0,326.62912500000004,80.64916666666667,Intermediate
34,72,152,1,1.2,fat_loss,1588.9600000000003,1906.7520000000002,1506.7520000000002,115.2,169.50960000000003,41.854222222222226,Beginner
26,79,179,0,1.55,maintain,1617.5000000000002,2507.1250000000005,2507.1250000000005,126.4,282.05156250000005,69.64236111111113,Advanced
18,52,155,0,1.2,maintain,1329.1,1594.9199999999998,1594.9199999999998,83.2,179.42849999999999,44.30333333333333,Beginner
38,60,178,0,1.2,maintain,1388.0,1665.6,1665.6,96.0,187.38,46.266666666666666,Beginner
37,86,157,1,1.2,fat_loss,1783.46,2140.152,1740.152,137.6,195.7671,48.337555555555554,Beginner
30,80,193,0,1.55,muscle_gain,1652.9,2561.9950000000003,2861.9950000000003,160.0,321.9744375,79.49986111111112,Advanced
45,74,194,0,1.55,fat_loss,1536.3000000000002,2381.2650000000003,1981.2650000000003,118.4,222.89231250000003,55.035138888888895,Advanced
33,62,192,1,1.2,maintain,1652.66,1983.192,1983.192,99.2,223.1091,55.08866666666667,Beginner
46,46,193,1,1.375,muscle_gain,1368.9599999999998,1882.3199999999997,2182.3199999999997,92.0,245.51099999999997,60.61999999999999,Intermediate
30,93,182,0,1.2,muscle_gain,1738.3999999999999,2086.08,2386.08,186.0,268.434,66.28,Beginner
31,57,166,1,1.375,fat_loss,1472.26,2024.3575,1624.3575,91.2,182.74021875000003,45.12104166666667,Intermediate
20,48,160,1,1.2,muscle_gain,1385.56,1662.6719999999998,1962.6719999999998,96.0,220.80059999999997,54.51866666666666,Beginner
46,70,162,1,1.725,muscle_gain,1541.76,2659.536,2959.536,140.0,332.94780000000003,82.20933333333333,Advanced
23,69,160,1,1.2,maintain,1649.8600000000001,1979.832,1979.832,110.4,222.73110000000003,54.995333333333335,Beginner
35,74,180,0,1.2,maintain,1535.9,1843.0800000000002,1843.0800000000002,118.4,207.34650000000002,51.19666666666667,Beginner
36,55,177,1,1.55,muscle_gain,1469.76,2278.128,2578.128,110.0,290.0394,71.61466666666666,Advanced
49,51,193,0,1.375,muscle_gain,1304.3999999999999,1793.5499999999997,2093.5499999999997,102.0,235.52437499999996,58.15416666666666,Intermediate
22,75,155,0,1.725,fat_loss,1523.5,2628.0375,2228.0375,120.0,250.65421874999998,61.88993055555555,Advanced
32,88,190,0,1.375,fat_loss,1708.6,2349.325,1949.3249999999998,140.8,219.2990625,54.14791666666666,Intermediate
42,54,165,0,1.725,muscle_gain,1275.3000000000002,2199.8925000000004,2499.8925000000004,108.0,281.23790625000004,69.44145833333334,Advanced
19,83,153,1,1.2,maintain,1826.66,2191.992,2191.992,132.8,246.59910000000002,60.88866666666667,Beginner
27,57,184,1,1.55,muscle_gain,1581.46,2451.263,2751.263,114.0,309.5170875,76.42397222222222,Advanced
41,75,175,1,1.55,muscle_gain,1699.6599999999999,2634.473,2934.473,150.0,330.1282125,81.51313888888889,Advanced
47,51,161,0,1.375,maintain,1213.8000000000002,1668.9750000000004,1668.9750000000004,81.60000000000001,187.75968750000004,46.36041666666668,Intermediate
35,100,160,0,1.55,maintain,1713.1,2655.305,2655.305,160.0,298.7218125,73.75847222222222,Advanced
44,93,186,0,1.375,fat_loss,1690.5999999999997,2324.5749999999994,1924.5749999999994,148.8,216.51468749999992,53.460416666666646,Intermediate
30,86,174,1,1.375,fat_loss,1904.96,2619.32,2219.32,137.6,249.67350000000002,61.64777777777778,Intermediate
22,86,167,0,1.725,fat_loss,1661.9,2866.7775,2466.7775,137.6,277.51246875000004,68.52159722222223,Advanced
40,100,168,1,1.375,fat_loss,2006.7599999999998,2759.2949999999996,2359.2949999999996,160.0,265.4206875,65.53597222222221,Intermediate
41,80,172,1,1.725,maintain,1752.26,3022.6485000000002,3022.6485000000002,128.0,340.04795625,83.96245833333334,Advanced
18,64,187,1,1.55,muscle_gain,1740.96,2698.4880000000003,2998.4880000000003,128.0,337.32990000000007,83.29133333333334,Advanced
39,48,167,1,1.375,fat_loss,1310.8600000000001,1802.4325000000001,1402.4325000000001,76.80000000000001,157.77365625000002,38.95645833333334,Intermediate
18,98,175,0,1.375,fat_loss,1814.2999999999997,2494.6624999999995,2094.6624999999995,156.8,235.64953124999994,58.18506944444443,Intermediate
35,51,155,1,1.2,maintain,1316.26,1579.512,1579.512,81.60000000000001,177.6951,43.87533333333333,Beginner
49,98,153,0,1.375,maintain,1612.7999999999997,2217.5999999999995,2217.5999999999995,156.8,249.47999999999993,61.59999999999999,Intermediate
32,45,193,1,1.375,muscle_gain,1435.36,1973.62,2273.62,90.0,255.78225,63.15611111111111,Intermediate
34,88,178,0,1.2,muscle_gain,1662.8,1995.36,2295.3599999999997,176.0,258.22799999999995,63.75999999999999,Beginner
28,100,183,0,1.2,maintain,1814.5,2177.4,2177.4,160.0,244.9575,60.483333333333334,Beginner
38,89,166,1,1.55,fat_loss,1861.1600000000003,2884.7980000000007,2484.7980000000007,142.4,279.5397750000001,69.02216666666669,Advanced
43,86,192,1,1.375,fat_loss,1917.2599999999998,2636.2324999999996,2236.2324999999996,137.6,251.57615624999997,62.117569444444435,Intermediate
48,91,192,1,1.55,fat_loss,1955.7599999999998,3031.428,2631.428,145.6,296.03565,73.09522222222222,Advanced
42,103,165,0,1.55,muscle_gain,1726.1,2675.455,2975.455,206.0,334.7386875,82.65152777777777,Advanced
39,57,151,1,1.2,fat_loss,1354.66,1625.592,1225.592,91.2,137.87910000000002,34.044222222222224,Beginner
44,99,183,1,1.725,fat_loss,2042.5600000000002,3523.4160000000006,3123.4160000000006,158.4,351.38430000000005,86.76155555555557,Advanced
44,66,157,0,1.55,maintain,1352.3,2096.065,2096.065,105.60000000000001,235.80731250000002,58.22402777777778,Advanced
34,98,162,1,1.725,fat_loss,1985.36,3424.746,3024.746,156.8,340.283925,84.02072222222222,Advanced
30,65,191,0,1.375,maintain,1508.6999999999998,2074.4624999999996,2074.4624999999996,104.0,233.37703124999996,57.62395833333332,Intermediate
18,66,157,1,1.2,fat_loss,1623.7600000000002,1948.5120000000002,1548.5120000000002,105.60000000000001,174.2076,43.01422222222223,Beginner
19,72,179,0,1.375,muscle_gain,1583.2,2176.9,2476.9,144.0,278.65125,68.80277777777778,Intermediate
26,53,181,0,1.375,fat_loss,1384.5000000000002,1903.6875000000002,1503.6875000000002,84.80000000000001,169.16484375000002,41.76909722222223,Intermediate
20,70,185,1,1.2,fat_loss,1800.36,2160.432,1760.4319999999998,112.0,198.0486,48.900888888888886,Beginner
48,53,179,0,1.375,maintain,1283.6999999999998,1765.0874999999996,1765.0874999999996,84.80000000000001,198.57234374999996,49.03020833333332,Intermediate
18,59,150,1,1.2,maintain,1496.3600000000001,1795.632,1795.632,94.4,202.0086,49.87866666666667,Beginner
38,54,192,1,1.725,maintain,1516.96,2616.7560000000003,2616.7560000000003,86.4,294.38505000000004,72.68766666666667,Advanced
33,68,188,0,1.375,fat_loss,1514.1,2081.8875,1681.8874999999998,108.80000000000001,189.21234374999997,46.71909722222222,Intermediate
40,102,166,1,1.2,fat_loss,2023.96,2428.752,2028.752,163.20000000000002,228.2346,56.35422222222222,Beginner
23,101,169,0,1.55,muscle_gain,1801.7999999999997,2792.7899999999995,3092.7899999999995,202.0,347.93887499999994,85.91083333333331,Advanced
45,86,173,0,1.375,fat_loss,1581.6,2174.7,1774.6999999999998,137.6,199.65374999999997,49.29722222222222,Intermediate
34,52,171,0,1.725,muscle_gain,1309.8999999999999,2259.5775,2559.5775,104.0,287.95246875,71.099375,Advanced
22,68,178,0,1.2,maintain,1530.4,1836.48,1836.48,108.80000000000001,206.604,51.013333333333335,Beginner
48,60,171,0,1.375,maintain,1323.3000000000002,1819.5375000000004,1819.5375000000004,96.0,204.69796875000006,50.542708333333344,Intermediate
22,93,193,0,1.375,maintain,1806.9,2484.4875,2484.4875,148.8,279.50484375,69.01354166666667,Intermediate
23,70,158,0,1.375,muscle_gain,1482.4999999999998,2038.4374999999998,2338.4375,140.0,263.07421875,64.95659722222223,Intermediate
20,71,186,0,1.725,fat_loss,1591.4,2745.1650000000004,2345.1650000000004,113.60000000000001,263.83106250000003,65.14347222222223,Advanced
38,81,159,1,1.2,maintain,1720.3600000000001,2064.4320000000002,2064.4320000000002,129.6,232.24860000000004,57.34533333333334,Beginner
40,48,185,1,1.55,fat_loss,1391.56,2156.918,1756.9180000000001,76.80000000000001,197.653275,48.80327777777778,Advanced
22,94,186,0,1.55,fat_loss,1794.4,2781.32,2381.32,150.4,267.8985,66.14777777777778,Advanced
38,68,177,1,1.55,maintain,1632.5600000000002,2530.4680000000003,2530.4680000000003,108.80000000000001,284.67765,70.29077777777779,Advanced
22,63,177,1,1.2,muscle_gain,1656.76,1988.1119999999999,2288.112,126.0,257.4126,63.55866666666667,Beginner
27,80,191,1,1.55,fat_loss,1923.2599999999998,2981.053,2581.053,128.0,290.3684625,71.69591666666666,Advanced
27,104,192,1,1.725,maintain,2249.66,3880.6635,3880.6635,166.4,436.57464375,107.79620833333334,Advanced
36,83,170,1,1.2,fat_loss,1811.36,2173.6319999999996,1773.6319999999996,132.8,199.53359999999995,49.267555555555546,Beginner
34,54,173,1,1.375,fat_loss,1448.5600000000002,1991.7700000000002,1591.7700000000002,86.4,179.07412500000004,44.215833333333336,Intermediate
38,69,191,0,1.725,fat_loss,1511.1,2606.6475,2206.6475,110.4,248.24784375000002,61.29576388888889,Advanced
31,62,189,1,1.375,fat_loss,1649.66,2268.2825000000003,1868.2825000000003,99.2,210.18178125000003,51.89673611111112,Intermediate
26,63,151,1,1.55,fat_loss,1509.16,2339.1980000000003,1939.1980000000003,100.80000000000001,218.15977500000005,53.86661111111112,Advanced
31,80,157,1,1.725,muscle_gain,1737.26,2996.7735000000002,3296.7735000000002,160.0,370.88701875000004,91.57704166666667,Advanced
18,54,176,1,1.2,muscle_gain,1554.16,1864.992,2164.992,108.0,243.56160000000003,60.13866666666667,Beginner
36,77,171,0,1.725,maintain,1531.3,2641.4925,2641.4925,123.2,297.16790625,73.37479166666667,Advanced
30,99,186,0,1.375,muscle_gain,1806.0,2483.25,2783.25,198.0,313.115625,77.3125,Intermediate
30,94,176,0,1.2,muscle_gain,1729.0,2074.7999999999997,2374.7999999999997,188.0,267.16499999999996,65.96666666666665,Beginner
21,49,178,0,1.725,muscle_gain,1359.9,2345.8275000000003,2645.8275000000003,98.0,297.65559375000004,73.49520833333334,Advanced
47,91,152,1,1.725,fat_loss,1769.46,3052.3185000000003,2652.3185000000003,145.6,298.38583125,73.6755138888889,Advanced
18,93,193,0,1.725,fat_loss,1824.1,3146.5725,2746.5725,148.8,308.98940625000006,76.29368055555557,Advanced
34,79,162,0,1.725,maintain,1530.4,2639.9400000000005,2639.9400000000005,126.4,296.99325000000005,73.33166666666668,Advanced
25,88,194,0,1.2,maintain,1751.1,2101.3199999999997,2101.3199999999997,140.8,236.39849999999998,58.36999999999999,Beginner
49,78,159,0,1.375,maintain,1447.3999999999999,1990.1749999999997,1990.1749999999997,124.80000000000001,223.89468749999997,55.28263888888888,Intermediate
19,77,185,1,1.725,fat_loss,1899.86,3277.2585,2877.2585,123.2,323.69158125,79.92384722222222,Advanced
45,99,158,0,1.2,muscle_gain,1654.7,1985.6399999999999,2285.64,198.0,257.1345,63.489999999999995,Beginner
48,65,176,1,1.375,muscle_gain,1530.56,2104.52,2404.52,130.0,270.5085,66.79222222222222,Intermediate
25,61,183,0,1.725,fat_loss,1468.6,2533.335,2133.335,97.60000000000001,240.0001875,59.25930555555556,Advanced
24,66,150,1,1.375,maintain,1555.96,2139.445,2139.445,105.60000000000001,240.6875625,59.42902777777778,Intermediate
43,92,181,1,1.375,maintain,1944.8600000000001,2674.1825000000003,2674.1825000000003,147.20000000000002,300.84553125,74.28284722222223,Intermediate
43,81,174,0,1.2,maintain,1547.2999999999997,1856.7599999999995,1856.7599999999995,129.6,208.88549999999995,51.576666666666654,Beginner
19,59,178,0,1.375,fat_loss,1460.5,2008.1875,1608.1875,94.4,180.92109375,44.671875,Intermediate
39,79,156,0,1.2,maintain,1490.3,1788.36,1788.36,126.4,201.1905,49.67666666666666,Beginner
39,72,152,0,1.725,maintain,1413.5,2438.2875,2438.2875,115.2,274.30734375,67.73020833333334,Advanced
20,51,169,1,1.375,fat_loss,1468.96,2019.8200000000002,1619.8200000000002,81.60000000000001,182.22975000000002,44.995000000000005,Intermediate
44,76,169,1,1.375,muscle_gain,1667.16,2292.3450000000003,2592.3450000000003,152.0,291.63881250000003,72.00958333333334,Intermediate
35,55,179,0,1.55,fat_loss,1358.0,2104.9,1704.9,88.0,191.80125,47.358333333333334,Advanced
29,54,184,0,1.725,fat_loss,1390.1,2397.9225,1997.9225000000001,86.4,224.76628125000002,55.49784722222223,Advanced
18,53,184,1,1.725,fat_loss,1579.16,2724.0510000000004,2324.0510000000004,84.80000000000001,261.45573750000005,64.55697222222223,Advanced
39,58,188,0,1.55,fat_loss,1396.3,2164.265,1764.2649999999999,92.80000000000001,198.47981249999998,49.00736111111111,Advanced
29,57,176,1,1.55,muscle_gain,1531.66,2374.0730000000003,2674.0730000000003,114.0,300.83321250000006,74.27980555555557,Advanced
22,101,175,0,1.2,maintain,1824.7,2189.64,2189.64,161.60000000000002,246.3345,60.82333333333333,Beginner
47,69,163,1,1.2,fat_loss,1527.46,1832.952,1432.952,110.4,161.2071,39.80422222222222,Beginner
47,46,166,1,1.375,muscle_gain,1233.6599999999999,1696.2824999999998,1996.2824999999998,92.0,224.58178124999998,55.45229166666666,Intermediate
44,79,167,1,1.375,maintain,1697.76,2334.42,2334.42,126.4,262.62225,64.845,Intermediate
42,51,194,1,1.375,maintain,1463.56,2012.395,2012.395,81.60000000000001,226.3944375,55.89986111111111,Intermediate
34,65,178,1,1.375,maintain,1619.96,2227.445,2227.445,104.0,250.58756250000002,61.873472222222226,Intermediate
33,62,169,0,1.2,fat_loss,1400.0,1680.0,1280.0,99.2,144.0,35.55555555555556,Beginner
48,47,176,1,1.725,fat_loss,1289.3600000000001,2224.146,1824.1460000000002,75.2,205.21642500000002,50.670722222222224,Advanced
32,86,167,0,1.375,maintain,1618.9,2225.9875,2225.9875,137.6,250.42359375000004,61.83298611111112,Intermediate
40,98,153,1,1.725,maintain,1907.96,3291.231,3291.231,156.8,370.26348750000005,91.42308333333334,Advanced
32,83,150,1,1.375,maintain,1738.1599999999999,2389.97,2389.97,132.8,268.871625,66.38805555555555,Intermediate
22,85,150,0,1.55,maintain,1600.0,2480.0,2480.0,136.0,279.0,68.88888888888889,Advanced
38,93,175,0,1.375,maintain,1682.2999999999997,2313.1624999999995,2313.1624999999995,148.8,260.23078124999995,64.25451388888888,Intermediate
31,55,194,0,1.375,maintain,1421.7,1954.8375,1954.8375,88.0,219.91921875000003,54.30104166666667,Intermediate
19,83,169,0,1.375,muscle_gain,1653.3999999999999,2273.4249999999997,2573.4249999999997,166.0,289.5103125,71.48402777777777,Intermediate
28,68,172,1,1.2,maintain,1665.5600000000002,1998.672,1998.672,108.80000000000001,224.85060000000001,55.51866666666667,Beginner
36,104,159,0,1.55,fat_loss,1742.5000000000002,2700.8750000000005,2300.8750000000005,166.4,258.84843750000005,63.91319444444446,Advanced
24,90,160,1,1.375,fat_loss,1925.5599999999997,2647.6449999999995,2247.6449999999995,144.0,252.86006249999994,62.43458333333332,Intermediate
23,63,190,0,1.375,fat_loss,1517.2999999999997,2086.2874999999995,1686.2874999999995,100.80000000000001,189.70734374999995,46.84131944444443,Intermediate
49,48,190,0,1.725,maintain,1267.5,2186.4375,2186.4375,76.80000000000001,245.97421875,60.734375,Advanced
45,70,154,1,1.55,fat_loss,1509.06,2339.043,1939.0430000000001,112.0,218.14233750000002,53.86230555555556,Advanced
19,82,150,1,1.375,muscle_gain,1798.86,2473.4325,2773.4325,164.0,312.01115625,77.03979166666666,Intermediate
23,86,166,0,1.725,maintain,1654.5,2854.0125000000003,2854.0125000000003,137.6,321.07640625000005,79.278125,Advanced
35,76,171,1,1.725,fat_loss,1728.06,2980.9035,2580.9035,121.60000000000001,290.35164375,71.69176388888889,Advanced
19,83,183,1,1.2,muscle_gain,1970.66,2364.792,2664.792,166.0,299.7891,74.02199999999999,Beginner
35,89,194,1,1.725,muscle_gain,2012.6599999999999,3471.8385,3771.8385,178.0,424.33183125,104.77329166666667,Advanced
47,90,190,1,1.375,fat_loss,1938.4599999999996,2665.3824999999993,2265.3824999999993,144.0,254.85553124999993,62.92729166666665,Intermediate
32,80,178,1,1.2,muscle_gain,1832.3599999999997,2198.8319999999994,2498.8319999999994,160.0,281.11859999999996,69.41199999999998,Beginner
44,84,153,1,1.2,fat_loss,1697.5600000000002,2037.0720000000001,1637.0720000000001,134.4,184.1706,45.474222222222224,Beginner
36,81,154,1,1.375,muscle_gain,1707.76,2348.17,2648.17,162.0,297.919125,73.56027777777778,Intermediate
48,77,160,1,1.55,maintain,1614.56,2502.568,2502.568,123.2,281.5389,69.51577777777779,Advanced
19,80,170,0,1.725,maintain,1628.8999999999999,2809.8525,2809.8525,128.0,316.10840625000003,78.05145833333333,Advanced
37,47,184,1,1.2,maintain,1390.46,1668.552,1668.552,75.2,187.7121,46.34866666666667,Beginner
42,53,161,0,1.55,maintain,1253.7000000000003,1943.2350000000006,1943.2350000000006,84.80000000000001,218.61393750000008,53.97875000000002,Advanced
23,52,175,1,1.375,maintain,1494.0600000000002,2054.3325000000004,2054.3325000000004,83.2,231.11240625000005,57.06479166666668,Intermediate
18,77,168,1,1.725,fat_loss,1823.96,3146.331,2746.331,123.2,308.9622375,76.28697222222223,Advanced
41,103,194,1,1.725,maintain,2166.06,3736.4535,3736.4535,164.8,420.35101875000004,103.790375,Advanced
32,50,156,1,1.2,maintain,1324.7599999999998,1589.7119999999998,1589.7119999999998,80.0,178.84259999999998,44.15866666666666,Beginner
45,85,156,0,1.725,maintain,1519.6999999999998,2621.4824999999996,2621.4824999999996,136.0,294.91678125,72.81895833333333,Advanced
47,83,175,0,1.725,maintain,1551.6,2676.5099999999998,2676.5099999999998,132.8,301.107375,74.3475,Advanced
40,48,189,1,1.725,muscle_gain,1410.76,2433.561,2733.561,96.0,307.5256125,75.93225000000001,Advanced
27,57,154,0,1.725,maintain,1333.3000000000002,2299.9425000000006,2299.9425000000006,91.2,258.74353125000005,63.887291666666684,Advanced
36,93,170,1,1.375,maintain,1945.36,2674.87,2674.87,148.8,300.922875,74.30194444444444,Intermediate
34,104,163,1,1.55,fat_loss,2070.56,3209.368,2809.368,166.4,316.0539,78.038,Advanced
22,46,153,0,1.375,muscle_gain,1250.5,1719.4375,2019.4375,92.0,227.18671875,56.095486111111114,Intermediate
46,104,172,0,1.375,fat_loss,1739.8000000000002,2392.2250000000004,1992.2250000000004,166.4,224.12531250000004,55.339583333333344,Intermediate
21,49,191,1,1.2,maintain,1542.06,1850.4719999999998,1850.4719999999998,78.4,208.17809999999997,51.401999999999994,Beginner
27,88,169,1,1.725,fat_loss,1924.8599999999997,3320.3834999999995,2920.3834999999995,140.8,328.54314374999996,81.12176388888888,Advanced
41,71,164,0,1.375,fat_loss,1432.9,1970.2375000000002,1570.2375000000002,113.60000000000001,176.65171875000001,43.61770833333334,Intermediate
34,76,194,1,1.725,maintain,1844.16,3181.1760000000004,3181.1760000000004,121.60000000000001,357.88230000000004,88.36600000000001,Advanced
27,65,178,0,1.375,muscle_gain,1481.3000000000002,2036.7875000000004,2336.7875000000004,130.0,262.88859375000004,64.9107638888889,Intermediate
34,52,157,1,1.375,muscle_gain,1344.9600000000003,1849.3200000000004,2149.3200000000006,104.0,241.79850000000008,59.70333333333335,Intermediate
45,82,190,1,1.2,fat_loss,1842.6599999999999,2211.1919999999996,1811.1919999999996,131.20000000000002,203.75909999999996,50.310888888888876,Beginner
37,52,168,0,1.55,maintain,1287.7000000000003,1995.9350000000004,1995.9350000000004,83.2,224.54268750000006,55.4426388888889,Advanced
41,94,188,0,1.55,fat_loss,1718.9000000000003,2664.2950000000005,2264.2950000000005,150.4,254.73318750000007,62.89708333333335,Advanced
22,47,177,0,1.375,fat_loss,1334.1000000000001,1834.3875000000003,1434.3875000000003,75.2,161.36859375000003,39.84409722222223,Intermediate
19,98,176,1,1.2,fat_loss,2138.0599999999995,2565.671999999999,2165.671999999999,156.8,243.6380999999999,60.15755555555553,Beginner
23,88,153,1,1.725,maintain,1870.8600000000001,3227.2335000000003,3227.2335000000003,140.8,363.06376875000007,89.645375,Advanced
38,102,164,1,1.725,maintain,2025.7599999999998,3494.4359999999997,3494.4359999999997,163.20000000000002,393.12404999999995,97.06766666666665,Advanced
19,47,184,1,1.375,muscle_gain,1493.0600000000002,2052.9575000000004,2352.9575000000004,94.0,264.7077187500001,65.35993055555556,Intermediate
30,66,186,0,1.55,maintain,1502.4,2328.7200000000003,2328.7200000000003,105.60000000000001,261.98100000000005,64.68666666666667,Advanced
47,50,150,1,1.2,fat_loss,1210.46,1452.552,1052.552,80.0,118.4121,29.237555555555552,Beginner
28,46,152,1,1.55,fat_loss,1274.7600000000002,1975.8780000000004,1575.8780000000004,73.60000000000001,177.28627500000005,43.7743888888889,Advanced
28,67,173,1,1.725,muscle_gain,1656.96,2858.2560000000003,3158.2560000000003,134.0,355.3038,87.72933333333334,Advanced
33,88,176,0,1.55,maintain,1660.8999999999996,2574.3949999999995,2574.3949999999995,140.8,289.61943749999995,71.51097222222221,Advanced
28,46,189,1,1.725,fat_loss,1452.3600000000001,2505.3210000000004,2105.3210000000004,73.60000000000001,236.84861250000006,58.4811388888889,Advanced
36,82,185,1,1.2,muscle_gain,1869.9599999999998,2243.9519999999998,2543.9519999999998,164.0,286.1946,70.66533333333332,Beginner
32,61,183,0,1.2,muscle_gain,1438.5,1726.2,2026.2,122.0,227.94750000000002,56.28333333333333,Beginner
42,79,178,1,1.375,fat_loss,1761.96,2422.695,2022.6950000000002,126.4,227.55318750000004,56.185972222222226,Intermediate
40,78,173,1,1.375,fat_loss,1735.96,2386.945,1986.9450000000002,124.80000000000001,223.5313125,55.19291666666667,Intermediate
40,67,173,0,1.55,maintain,1428.3000000000002,2213.8650000000002,2213.8650000000002,107.2,249.05981250000002,61.49625,Advanced
33,74,191,1,1.2,muscle_gain,1808.66,2170.392,2470.392,148.0,277.9191,68.622,Beginner
48,96,153,1,1.2,fat_loss,1835.56,2202.672,1802.672,153.60000000000002,202.8006,50.074222222222225,Beginner
28,52,152,1,1.375,muscle_gain,1355.1600000000003,1863.3450000000005,2163.3450000000003,104.0,243.37631250000004,60.092916666666675,Intermediate
39,66,183,0,1.725,maintain,1454.3999999999999,2508.8399999999997,2508.8399999999997,105.60000000000001,282.24449999999996,69.69,Advanced
33,88,172,1,1.55,fat_loss,1905.06,2952.843,2552.843,140.8,287.1948375,70.91230555555555,Advanced
25,102,172,1,1.55,maintain,2138.2599999999998,3314.303,3314.303,163.20000000000002,372.8590875,92.06397222222222,Advanced
21,80,194,0,1.375,muscle_gain,1694.7,2330.2125,2630.2125,160.0,295.89890625000004,73.06145833333333,Intermediate
25,49,154,0,1.2,maintain,1268.3,1521.9599999999998,1521.9599999999998,78.4,171.2205,42.276666666666664,Beginner
21,57,180,1,1.375,maintain,1596.46,2195.1325,2195.1325,91.2,246.95240625000002,60.97590277777778,Intermediate
41,73,190,1,1.375,muscle_gain,1744.86,2399.1825,2699.1825,146.0,303.65803125,74.97729166666666,Intermediate
42,75,155,1,1.375,maintain,1597.9599999999998,2197.1949999999997,2197.1949999999997,120.0,247.18443749999997,61.03319444444443,Intermediate
20,91,186,1,1.375,muscle_gain,2086.56,2869.02,3169.02,182.0,356.51475,88.02833333333334,Intermediate
49,101,159,0,1.725,fat_loss,1659.0,2861.775,2461.775,161.60000000000002,276.94968750000004,68.38263888888889,Advanced
20,99,189,1,1.725,muscle_gain,2208.16,3809.076,4109.076,198.0,462.27105,114.141,Advanced
44,60,156,0,1.2,muscle_gain,1294.0,1552.8,1852.8,120.0,208.44,51.46666666666667,Beginner
46,86,188,0,1.375,fat_loss,1623.8,2232.725,1832.725,137.6,206.18156249999998,50.90902777777777,Intermediate
49,74,187,1,1.725,muscle_gain,1698.26,2929.4985,3229.4985,148.0,363.31858125,89.70829166666667,Advanced
35,101,170,1,1.2,fat_loss,2058.26,2469.9120000000003,2069.9120000000003,161.60000000000002,232.86510000000004,57.497555555555564,Beginner
46,99,169,0,1.375,fat_loss,1684.5000000000002,2316.1875000000005,1916.1875000000005,158.4,215.57109375000005,53.22743055555557,Intermediate
43,60,152,0,1.55,muscle_gain,1285.8999999999999,1993.1449999999998,2293.1449999999995,120.0,257.97881249999995,63.69847222222221,Advanced
36,56,171,1,1.725,maintain,1454.36,2508.7709999999997,2508.7709999999997,89.60000000000001,282.2367375,69.68808333333332,Advanced
36,61,153,0,1.2,maintain,1328.3,1593.9599999999998,1593.9599999999998,97.60000000000001,179.32049999999998,44.276666666666664,Beginner
38,60,177,1,1.55,fat_loss,1525.3600000000001,2364.3080000000004,1964.3080000000004,96.0,220.98465000000004,54.564111111111124,Advanced
22,56,161,1,1.375,maintain,1486.1599999999999,2043.4699999999998,2043.4699999999998,89.60000000000001,229.89037499999998,56.76305555555555,Intermediate
35,52,187,0,1.375,maintain,1355.2,1863.4,1863.4,83.2,209.63250000000002,51.76111111111111,Intermediate
45,64,185,0,1.375,muscle_gain,1416.4,1947.5500000000002,2247.55,128.0,252.84937500000004,62.43194444444445,Intermediate
27,47,190,1,1.725,fat_loss,1476.26,2546.5485000000003,2146.5485000000003,75.2,241.48670625000005,59.62634722222223,Advanced
46,60,154,0,1.2,fat_loss,1279.2,1535.04,1135.04,96.0,127.692,31.528888888888886,Beginner
39,74,162,1,1.55,muscle_gain,1635.26,2534.6530000000002,2834.6530000000002,148.0,318.89846250000005,78.74036111111111,Advanced
38,89,172,1,1.2,maintain,1889.96,2267.9519999999998,2267.9519999999998,142.4,255.14459999999997,62.99866666666666,Beginner
23,67,179,1,1.725,fat_loss,1714.2600000000002,2957.0985000000005,2557.0985000000005,107.2,287.67358125000004,71.0305138888889,Advanced
18,72,186,0,1.2,maintain,1609.1999999999998,1931.0399999999997,1931.0399999999997,115.2,217.24199999999996,53.63999999999999,Beginner
22,95,174,1,1.725,fat_loss,2071.16,3572.7509999999997,3172.7509999999997,152.0,356.9344875,88.13197222222222,Advanced
26,84,176,1,1.375,fat_loss,1910.5600000000002,2627.0200000000004,2227.0200000000004,134.4,250.53975000000005,61.86166666666668,Intermediate
29,98,163,1,1.55,fat_loss,2018.66,3128.9230000000002,2728.9230000000002,156.8,307.00383750000003,75.80341666666668,Advanced
